comp,var,R2,RMSE,slope,reMSE,dNRMSE,sNRMSE,iNRMSE,f_SB,f_SDSD,f_LSC,dim_1,ind_1
som,carbon_02,0.9810204027692498,4.212480700699311,0.991661502123515,4.5254166024678525e-06,0.018921178420523068,0.13776645901942233,inf,0.0018911210386998365,6.760093018993765e-05,0.9980412780311103,asp,1
som,carbon_02,0.9787967382901275,125.29004339262971,0.9863692238531955,5.05561795657428e-06,0.021374573851328255,0.1456133981125107,inf,0.0008461356156773828,0.0004366449084224993,0.9987172194759001,asp,2
som,carbon_02,0.9798072005691297,185.71685598409292,0.9863741496036886,4.814687513321474e-06,0.020961703709539075,0.14210137026387276,inf,0.0005062380014039321,0.0006208887182996137,0.9988728732802964,asp,3
som,carbon_03,0.9547679427707699,6.060296201803205,0.9822987234436138,1.07849444991011e-05,0.030939651791013316,0.21267829515310216,inf,0.0032850770912120943,0.0005155036428531114,0.9961994192659348,asp,1
som,carbon_03,0.9683308146658267,133.7964229025898,0.9939984930732619,7.5510694645143665e-06,0.028168838892030573,0.17795838090456217,inf,0.003402768487665281,0.0029905695472201895,0.9936066619651145,asp,2
som,carbon_03,0.9694884682975008,201.82872508144516,0.9970933873378484,7.275043324391811e-06,0.0278630290585717,0.17467550401386928,inf,0.004664677779254014,0.00488097650419769,0.9904543457165483,asp,3
som,carbon_04,0.9342660198854172,4.5074431854898656,1.0096826721972516,1.5673338129371186e-05,0.02202032886072235,0.2563863883176772,inf,0.0018413771208074434,0.02635572206313417,0.9718029008160584,asp,1
som,carbon_04,0.9363895761471622,122.5044514678272,1.0178793452258565,1.5167006164243622e-05,0.02181785690086734,0.25221107004419485,inf,0.0035416539925852528,0.03682758902280432,0.9596307569846104,asp,2
som,carbon_04,0.9325907287125481,194.9616150734821,1.014029421699198,1.607278762218691e-05,0.022413012888458667,0.25963295493340577,inf,0.0026159980879723117,0.03216187896832871,0.965222122943699,asp,3
som,carbon_05,0.907150650852694,8.970823397233676,0.9951568585057593,2.213861448433619e-05,0.03320265345785407,0.3047119117253311,inf,0.006911461738143626,0.01761589935022568,0.9754726389116307,asp,1
som,carbon_05,0.9514804103804468,181.39797796238605,0.9230293628315883,1.156881011434267e-05,0.025009210132540007,0.22027162690540322,inf,9.1548793016664e-06,0.060497935348446684,0.9394929097722516,asp,2
som,carbon_05,0.9326910193235659,326.79669666715694,0.9818498296889607,1.6048874744023387e-05,0.029540760242904474,0.259439743825872,inf,0.008548013724215663,0.0033886775111493174,0.9880633087646351,asp,3
som,carbon_06,0.9167671078679196,11.701218157982748,0.9925301040483037,1.984570627851225e-05,0.04462646809649792,0.28850111287840885,inf,0.02162815937744237,0.012855957810252883,0.9655158828123047,asp,1
som,carbon_06,0.9138156124937937,315.6082830663786,1.001732800945747,2.054944861855182e-05,0.04408449758166475,0.29357177573160254,inf,0.02572293194408349,0.02125548155105668,0.9530215865048599,asp,2
som,carbon_06,0.8966609275958328,532.1216826073854,1.006844242157355,2.463974067815145e-05,0.048110738690572585,0.3214639519513303,inf,0.02795407066710339,0.029837018943589595,0.942208910389307,asp,3
som,carbon_07,0.9659788535034999,6.230442187322398,0.9358027682598565,8.111861348712464e-06,0.03542479106089631,0.1844482217222494,inf,0.010742198158613043,0.06927727561544639,0.9199805262259406,asp,1
som,carbon_07,0.96648795617407,163.79571676533797,0.9403540586746945,7.990473015243193e-06,0.03397586106723017,0.1830629504458233,inf,0.010098006894646688,0.05784479821000763,0.9320571948953458,asp,2
som,carbon_07,0.9673655073455538,253.21020129609994,0.9359944542937817,7.781233346315266e-06,0.03396747003758894,0.1806501941721797,inf,0.010770862304379092,0.07377644047919034,0.9154526972164306,asp,3
som,carbon_08,0.9787833281553272,5.98020074655813,0.9693610670398813,5.058815413608201e-06,0.03369364695921611,0.14565943788396546,inf,0.0005018181632769777,0.019309746673933533,0.9801884351627895,asp,1
som,carbon_08,0.9781586145433366,147.66173979704078,0.9678266372343658,5.2077695414075845e-06,0.03398887758758347,0.14778831299078898,inf,0.0002626764184438425,0.021137126449928916,0.9786001971316274,asp,2
som,carbon_08,0.9776767884883498,233.9529854295182,0.9681691135282823,5.322654151561793e-06,0.03477611908308539,0.14940954290690459,inf,8.36636260630245e-05,0.019545766519620335,0.9803705698543166,asp,3
som,carbon_09,0.9845685595297567,1.8468239715249615,1.0384526050872456,3.6794087911881816e-06,0.024153984578673137,0.12422334913470669,inf,0.01776336743198116,0.1313303646646315,0.8509062679033873,asp,1
som,carbon_09,0.9848362693437586,45.43747241912755,1.0302201007888399,3.6155771712545186e-06,0.02383668512880728,0.12314110059700396,inf,0.013994141524627501,0.09033470116346744,0.895671157311905,asp,2
som,carbon_09,0.9850390912728801,70.78887476916834,1.0258407525247328,3.5672171500047333e-06,0.023821459420711864,0.12231479357428461,inf,0.012040001289930114,0.07145743629956589,0.916502562410504,asp,3
som,carbon_10,0.9720550830921287,5.3718586323985775,0.9731744219234942,6.663070316612128e-06,0.026540500561423354,0.16716733205944057,inf,1.5042935751281812e-05,0.005989150188532792,0.993995806875716,asp,1
som,carbon_10,0.9749758582801935,130.6445460388317,0.9703332638729334,5.966652770578569e-06,0.024786489840992135,0.15819020740806466,inf,5.8242771317047005e-05,0.011967141531749175,0.9879746156969338,asp,2
som,carbon_10,0.9736466250967919,207.62331585953453,0.9843254782258339,6.283589628804974e-06,0.025982309122234135,0.16233722587012525,inf,0.0011900509165861377,0.0002403369130228735,0.998569612170391,asp,3
som,carbon_11,0.9779938907326228,8.416288638929561,0.9714550538545281,5.247045605001713e-06,0.029399929651041067,0.14834456264850823,inf,2.858023429491967e-05,0.014234619551008345,0.9857368002146967,asp,1
som,carbon_11,0.9796500173870352,230.15860975667943,0.9795206511748085,4.852165620640151e-06,0.030124064011732843,0.14265336523533118,inf,0.000797149478693998,0.005280498433073511,0.9939223520882325,asp,2
som,carbon_11,0.9797614470280611,349.8106271073595,0.9856718473358925,4.825596798268685e-06,0.03045344208318325,0.1422622682651267,inf,0.0016467482884586734,0.0008859841751568718,0.9974672675363845,asp,3
som,carbon_12,0.9788146446834544,4.5633956001485,0.9821546210954463,5.051348430268397e-06,0.027618986131225935,0.14555189904822835,inf,7.797580759435733e-05,0.0025016709273254496,0.9974203532650802,asp,1
som,carbon_12,0.9812863268960995,108.52459128219124,0.9943498902782164,4.462010754387334e-06,0.02520225665667208,0.13679792799564064,inf,0.002713727031635366,0.0007215347252643167,0.9965647382431003,asp,2
som,carbon_12,0.9822434530501271,163.19303927576922,0.9934344564664517,4.233797556002123e-06,0.024700240325665552,0.13325369394456912,inf,0.0028458573648421836,0.00029400732640437124,0.9968601353087535,asp,3
som,carbon_13,0.9738113341998125,2.0482677315572664,0.9698350020346718,6.244317072052345e-06,0.015831877654051987,0.16182912531490595,inf,2.6362090000983197e-06,0.01132138959784554,0.9886759741931544,asp,1
som,carbon_13,0.9744954635796947,57.590376100971014,0.9554698476917365,6.081196094493385e-06,0.016182457010743796,0.1597013976779955,inf,0.00028804436630094086,0.04091443846404974,0.9587975171696492,asp,2
som,carbon_13,0.9677805151676355,99.43000103192868,0.9531395748892727,7.682280599037788e-06,0.018380861118110256,0.17949786860117445,inf,0.00028381189004680457,0.030296745090838215,0.969419443019115,asp,3
som,carbon_14,0.8867629271923116,1.8813067452059224,0.9468874648630016,2.699977892410308e-05,0.024621755207124136,0.3365071660569628,inf,0.0020676660749127627,0.00010108094035678745,0.9978312529847305,asp,1
