R2,RMSE,slope,reMSE,dNRMSE,sNRMSE,iNRMSE,f_SB,f_SDSD,f_LSC
2.487203054492941,42.57397710957629,3.0892604857104815,82.79012947815765,42.57397710957669,42.9048890168023,,23.953524001729694,138.68240869735868,1.2467051957430646
2.0969733332423055,36.82408342339921,2.7110520720110705,72.67165594368376,36.82408342339939,37.18237736731652,,84.2250518445579,97.92104881363541,1.2970087104843475
2.299094654933093,40.60141161274694,3.1235375937452794,79.39001474131308,40.601411612746865,40.95973020833853,,179.58506357735007,96.84593269378266,1.6857067519666369
2.19334445075166,19.3363305691743,2.4207674060860733,38.31924116291863,19.336330569174258,18.887820635153997,,12.208207074161011,117.58918285802676,0.07889180163100763
1.7681000159326685,22.643361120153482,2.539737071177981,44.64950017854574,22.643361120153436,22.160677359463076,,19.99914652318456,190.93341836575087,0.3844046657153245
2.1519152487912607,26.310530843699325,4.887036749840853,51.66724658020794,26.310530843699432,25.83228530643243,,193.6997162770566,199.98316381196852,2.6326368336723234
18.92543396238005,74.27372641872714,10.133617155221899,125.04784445953776,74.2737264187274,69.8352183260342,,180.10036088016162,181.40422743839034,20.422228195856444
19.93317700003879,63.40746341194705,0.4325661471500056,109.3961310913518,63.40746341194705,59.13177429706893,,118.77813686175325,39.53763357887229,4.305072989466514
20.906016977716316,61.876768539459235,5.920375294868585,106.9572678102008,61.876768539459235,57.55468604030587,,145.69331084126213,85.99732456503297,13.279635428597011
8.594215619968908,40.184366031703355,7.952668545733167,76.56358718927876,40.18436603170332,39.36033851193469,,196.0716542553998,13.57361594081367,1.696356737870787
11.967820139227852,53.52225598432479,14.688287650542515,99.18550159848779,53.52225598432489,52.66353698322147,,0.045546243715685594,33.3965114108659,4.917485241758561
10.963327265650182,56.21482556609272,13.644737649152288,103.52166188644969,56.214825566092586,55.36830014913231,,171.34169307640968,75.83530860347581,6.050890768886237
1.8368515848675122,14.575119757825309,3.3536055252644794,23.475376755758436,14.575119757825256,11.324823230077271,,16.403519085106115,197.71351088049522,0.9915984902434496
0.3693530983114128,1.3635993533333706,4.215841737737305,3.14540341305969,1.363599353333382,2.0278548560229837,,41.59993695615115,199.98641013225168,2.9289850076977526
